time,data
2023/07/13 14:48:03.627117026,151.88KB
2023/07/13 14:48:08.430190026,48.35KB
2023/07/13 14:48:13.861427266,45.43KB
2023/07/13 14:48:18.899271486,45.03KB
2023/07/13 14:48:23.848160567,47.56KB
2023/07/13 14:48:28.908502711,43.58KB
2023/07/13 14:48:33.543989289,40.92KB
2023/07/13 14:48:38.477467832,43.29KB
2023/07/13 14:48:43.476949845,44.47KB
2023/07/13 14:48:46.15766665,45.99KB
