time,header,status,latitude,longitude,altitude,position_covariance,position_covariance_type
2023/07/13 14:48:02.32321108,"{'stamp': {'secs': 1689252482, 'nsecs': 30078890}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699762,10.3295544,54.49055406724196,{'': ''},2
2023/07/13 14:48:02.131892571,"{'stamp': {'secs': 1689252482, 'nsecs': 128089795}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699763,10.3295545,54.490553747824436,{'': ''},2
2023/07/13 14:48:02.232559634,"{'stamp': {'secs': 1689252482, 'nsecs': 231443053}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699764,10.3295546,54.4905534284069,{'': ''},2
2023/07/13 14:48:02.332993255,"{'stamp': {'secs': 1689252482, 'nsecs': 330816258}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699764,10.3295547,54.49055326270545,{'': ''},2
2023/07/13 14:48:02.428712961,"{'stamp': {'secs': 1689252482, 'nsecs': 427819544}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699764,10.3295548,54.49055309700401,{'': ''},2
2023/07/13 14:48:02.537141333,"{'stamp': {'secs': 1689252482, 'nsecs': 531754462}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699765,10.3295548,54.480552943287854,{'': ''},2
2023/07/13 14:48:02.631566441,"{'stamp': {'secs': 1689252482, 'nsecs': 628557713}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699765,10.3295549,54.48055277758638,{'': ''},2
2023/07/13 14:48:02.731457197,"{'stamp': {'secs': 1689252482, 'nsecs': 729007296}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699766,10.329555,54.48055245816871,{'': ''},2
2023/07/13 14:48:02.831667079,"{'stamp': {'secs': 1689252482, 'nsecs': 830246520}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699766,10.329555,54.49055245816871,{'': ''},2
2023/07/13 14:48:02.934416010,"{'stamp': {'secs': 1689252482, 'nsecs': 931022804}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699766,10.3295551,54.49055229246724,{'': ''},2
2023/07/13 14:48:03.30021536,"{'stamp': {'secs': 1689252483, 'nsecs': 28393978}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699767,10.3295552,54.490551973049534,{'': ''},2
2023/07/13 14:48:03.132028654,"{'stamp': {'secs': 1689252483, 'nsecs': 130536928}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699767,10.3295552,54.490551973049534,{'': ''},2
2023/07/13 14:48:03.233323187,"{'stamp': {'secs': 1689252483, 'nsecs': 232393048}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699767,10.3295553,54.49055180734803,{'': ''},2
2023/07/13 14:48:03.331531825,"{'stamp': {'secs': 1689252483, 'nsecs': 327257461}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699768,10.3295554,54.49055148793026,{'': ''},2
2023/07/13 14:48:03.432359733,"{'stamp': {'secs': 1689252483, 'nsecs': 429950794}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699768,10.3295555,54.49055132222874,{'': ''},2
2023/07/13 14:48:03.535473192,"{'stamp': {'secs': 1689252483, 'nsecs': 530667796}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699768,10.3295555,54.49055132222874,{'': ''},2
2023/07/13 14:48:03.638166396,"{'stamp': {'secs': 1689252483, 'nsecs': 631007320}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.4699769,10.3295556,54.480551002810934,{'': ''},2
2023/07/13 14:48:03.734759235,"{'stamp': {'secs': 1689252483, 'nsecs': 730915181}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.469977,10.3295557,54.48055068339309,{'': ''},2
2023/07/13 14:48:03.830345992,"{'stamp': {'secs': 1689252483, 'nsecs': 828563696}, 'frame_id': 'base_link'}","{'status': 0, 'service': 1}",55.469977,10.3295557,54.48055068339309,{'': ''},2
