time,header,pose
2023/07/13 14:48:02.149842739,"{'stamp': {'secs': 1689252482, 'nsecs': 149483243}, 'frame_id': 'map'}","{'position': {'x': -1.84579336643219, 'y': -0.7214515805244446, 'z': -1.5833299160003662}, 'orientation': {'x': 0.013538150957910925, 'y': 0.0190484049753291, 'z': -0.9970873220246836, 'w': -0.07259992420231148}}"
2023/07/13 14:48:02.255041163,"{'stamp': {'secs': 1689252482, 'nsecs': 251434867}, 'frame_id': 'map'}","{'position': {'x': -1.838646411895752, 'y': -0.7141104936599731, 'z': -1.5860743522644043}, 'orientation': {'x': 0.013504154728799525, 'y': 0.01902272615891018, 'z': -0.9970878983980469, 'w': -0.07260507256872434}}"
2023/07/13 14:48:02.359863424,"{'stamp': {'secs': 1689252482, 'nsecs': 351724248}, 'frame_id': 'map'}","{'position': {'x': -1.8323938846588135, 'y': -0.7079282999038696, 'z': -1.5881383419036865}, 'orientation': {'x': 0.013497708662416119, 'y': 0.019002264683064457, 'z': -0.9970878456757801, 'w': -0.07261235296704582}}"
2023/07/13 14:48:02.445603269,"{'stamp': {'secs': 1689252482, 'nsecs': 439756903}, 'frame_id': 'map'}","{'position': {'x': -1.8278318643569946, 'y': -0.7025955319404602, 'z': -1.5895602703094482}, 'orientation': {'x': 0.01350748613735635, 'y': 0.019012794197501178, 'z': -0.9970865327246641, 'w': -0.07262580625480103}}"
2023/07/13 14:48:02.554135363,"{'stamp': {'secs': 1689252482, 'nsecs': 550530474}, 'frame_id': 'map'}","{'position': {'x': -1.8231205940246582, 'y': -0.6973087191581726, 'z': -1.5917878150939941}, 'orientation': {'x': 0.01353736094749583, 'y': 0.01901789273856141, 'z': -0.9970855667594936, 'w': -0.07263217038104275}}"
2023/07/13 14:48:02.640748829,"{'stamp': {'secs': 1689252482, 'nsecs': 635325254}, 'frame_id': 'map'}","{'position': {'x': -1.818493366241455, 'y': -0.6920116543769836, 'z': -1.5920829772949219}, 'orientation': {'x': 0.013530821478500788, 'y': 0.01902082967050425, 'z': -0.9970855484147464, 'w': -0.07263287169888583}}"
2023/07/13 14:48:02.742433770,"{'stamp': {'secs': 1689252482, 'nsecs': 738401941}, 'frame_id': 'map'}","{'position': {'x': -1.8143839836120605, 'y': -0.6876236200332642, 'z': -1.5911574363708496}, 'orientation': {'x': 0.013538348528150548, 'y': 0.01901280230506632, 'z': -0.9970842226826648, 'w': -0.07265176766565717}}"
2023/07/13 14:48:02.851122380,"{'stamp': {'secs': 1689252482, 'nsecs': 847994838}, 'frame_id': 'map'}","{'position': {'x': -1.8109055757522583, 'y': -0.6844866871833801, 'z': -1.5890941619873047}, 'orientation': {'x': 0.013557778418792405, 'y': 0.019060078315798964, 'z': -0.9970814690173646, 'w': -0.07267354540076332}}"
2023/07/13 14:48:02.945220344,"{'stamp': {'secs': 1689252482, 'nsecs': 939728789}, 'frame_id': 'map'}","{'position': {'x': -1.8079568147659302, 'y': -0.6822072863578796, 'z': -1.5880396366119385}, 'orientation': {'x': 0.013559127247744501, 'y': 0.019098262068307077, 'z': -0.9970801013090256, 'w': -0.07268203373484233}}"
2023/07/13 14:48:03.49415655,"{'stamp': {'secs': 1689252483, 'nsecs': 37517404}, 'frame_id': 'map'}","{'position': {'x': -1.803833246231079, 'y': -0.677299439907074, 'z': -1.587547779083252}, 'orientation': {'x': 0.013544908673288334, 'y': 0.019078110534752397, 'z': -0.9970801981035045, 'w': -0.07268864902673727}}"
2023/07/13 14:48:03.151100332,"{'stamp': {'secs': 1689252483, 'nsecs': 150091101}, 'frame_id': 'map'}","{'position': {'x': -1.7994753122329712, 'y': -0.672605037689209, 'z': -1.5883424282073975}, 'orientation': {'x': 0.013532757283514725, 'y': 0.019047482978768637, 'z': -0.9970807119095167, 'w': -0.07269189645683094}}"
2023/07/13 14:48:03.253495020,"{'stamp': {'secs': 1689252483, 'nsecs': 249192786}, 'frame_id': 'map'}","{'position': {'x': -1.7943832874298096, 'y': -0.6683177947998047, 'z': -1.5883371829986572}, 'orientation': {'x': 0.013518173112696163, 'y': 0.019045544647772365, 'z': -0.9970807832632561, 'w': -0.07269413918533157}}"
2023/07/13 14:48:03.337250489,"{'stamp': {'secs': 1689252483, 'nsecs': 336501941}, 'frame_id': 'map'}","{'position': {'x': -1.7902216911315918, 'y': -0.6653144359588623, 'z': -1.5885460376739502}, 'orientation': {'x': 0.013504490237045894, 'y': 0.019048441068445367, 'z': -0.9970811455452049, 'w': -0.07269095428291766}}"
2023/07/13 14:48:03.452358512,"{'stamp': {'secs': 1689252483, 'nsecs': 448970065}, 'frame_id': 'map'}","{'position': {'x': -1.7844345569610596, 'y': -0.6602753400802612, 'z': -1.588782787322998}, 'orientation': {'x': 0.013487355528640136, 'y': 0.019054024165480698, 'z': -0.9970825138170498, 'w': -0.07267390208470847}}"
2023/07/13 14:48:03.548345932,"{'stamp': {'secs': 1689252483, 'nsecs': 545737125}, 'frame_id': 'map'}","{'position': {'x': -1.7799447774887085, 'y': -0.6564248204231262, 'z': -1.5904104709625244}, 'orientation': {'x': 0.013474202550131653, 'y': 0.019060230681872858, 'z': -0.9970820766041493, 'w': -0.07268071261861148}}"
2023/07/13 14:48:03.645211065,"{'stamp': {'secs': 1689252483, 'nsecs': 644333426}, 'frame_id': 'map'}","{'position': {'x': -1.776205062866211, 'y': -0.6493242979049683, 'z': -1.5932531356811523}, 'orientation': {'x': 0.013477781004896685, 'y': 0.019018582922644387, 'z': -0.9970829619501578, 'w': -0.07267881336055954}}"
2023/07/13 14:48:03.743419185,"{'stamp': {'secs': 1689252483, 'nsecs': 740842285}, 'frame_id': 'map'}","{'position': {'x': -1.772578477859497, 'y': -0.6422907114028931, 'z': -1.5958170890808105}, 'orientation': {'x': 0.013494013025117865, 'y': 0.019002807227705674, 'z': -0.9970843202491158, 'w': -0.07266129123063764}}"
2023/07/13 14:48:03.849617816,"{'stamp': {'secs': 1689252483, 'nsecs': 848374236}, 'frame_id': 'map'}","{'position': {'x': -1.7706732749938965, 'y': -0.6368613243103027, 'z': -1.5980231761932373}, 'orientation': {'x': 0.013532561071463615, 'y': 0.01900782987317088, 'z': -0.9970839970321187, 'w': -0.07265724366375043}}"
2023/07/13 14:48:03.951112792,"{'stamp': {'secs': 1689252483, 'nsecs': 950422669}, 'frame_id': 'map'}","{'position': {'x': -1.7690045833587646, 'y': -0.6314598321914673, 'z': -1.5990605354309082}, 'orientation': {'x': 0.013540552833105924, 'y': 0.019023862288212443, 'z': -0.9970836830751616, 'w': -0.07265586719517964}}"
2023/07/13 14:48:04.57202246,"{'stamp': {'secs': 1689252484, 'nsecs': 51035326}, 'frame_id': 'map'}","{'position': {'x': -1.7683179378509521, 'y': -0.6259821057319641, 'z': -1.5993120670318604}, 'orientation': {'x': 0.013577293583652228, 'y': 0.01902168134713256, 'z': -0.9970839873579833, 'w': -0.07264540516768042}}"
2023/07/13 14:48:04.148477781,"{'stamp': {'secs': 1689252484, 'nsecs': 146037435}, 'frame_id': 'map'}","{'position': {'x': -1.7678147554397583, 'y': -0.6213871240615845, 'z': -1.6000144481658936}, 'orientation': {'x': 0.013608774803758161, 'y': 0.01902997162388104, 'z': -0.9970821879971741, 'w': -0.07266203828067852}}"
2023/07/13 14:48:04.236915141,"{'stamp': {'secs': 1689252484, 'nsecs': 235165677}, 'frame_id': 'map'}","{'position': {'x': -1.766258716583252, 'y': -0.616142749786377, 'z': -1.6017136573791504}, 'orientation': {'x': 0.013617170423799735, 'y': 0.01903463332576866, 'z': -0.9970809533380784, 'w': -0.07267618519316565}}"
2023/07/13 14:48:04.349731220,"{'stamp': {'secs': 1689252484, 'nsecs': 346519845}, 'frame_id': 'map'}","{'position': {'x': -1.7648167610168457, 'y': -0.6117228865623474, 'z': -1.6028923988342285}, 'orientation': {'x': 0.013607327445119452, 'y': 0.01905367406539628, 'z': -0.9970803135219575, 'w': -0.07268181706153454}}"
2023/07/13 14:48:04.444616905,"{'stamp': {'secs': 1689252484, 'nsecs': 443369676}, 'frame_id': 'map'}","{'position': {'x': -1.7626211643218994, 'y': -0.6072020530700684, 'z': -1.6040730476379395}, 'orientation': {'x': 0.013600027048652935, 'y': 0.019068644593242735, 'z': -0.997079404792221, 'w': -0.07269172302843574}}"
2023/07/13 14:48:04.549229140,"{'stamp': {'secs': 1689252484, 'nsecs': 543849305}, 'frame_id': 'map'}","{'position': {'x': -1.7606637477874756, 'y': -0.6027195453643799, 'z': -1.6046955585479736}, 'orientation': {'x': 0.013586722028029706, 'y': 0.019084922693592073, 'z': -0.9970799829282102, 'w': -0.07268200846284328}}"
2023/07/13 14:48:04.649539344,"{'stamp': {'secs': 1689252484, 'nsecs': 646451727}, 'frame_id': 'map'}","{'position': {'x': -1.760279893875122, 'y': -0.5972463488578796, 'z': -1.6023290157318115}, 'orientation': {'x': 0.013610896211861808, 'y': 0.019075341367631202, 'z': -0.997079706243676, 'w': -0.0726837963582187}}"
2023/07/13 14:48:04.740690251,"{'stamp': {'secs': 1689252484, 'nsecs': 738913953}, 'frame_id': 'map'}","{'position': {'x': -1.7598928213119507, 'y': -0.5936525464057922, 'z': -1.6011700630187988}, 'orientation': {'x': 0.013629613734962362, 'y': 0.019093149428189255, 'z': -0.9970775818993463, 'w': -0.0727047518949126}}"
2023/07/13 14:48:04.853275518,"{'stamp': {'secs': 1689252484, 'nsecs': 852705616}, 'frame_id': 'map'}","{'position': {'x': -1.7589271068572998, 'y': -0.5906524062156677, 'z': -1.6026592254638672}, 'orientation': {'x': 0.01365641303886078, 'y': 0.019151585455547775, 'z': -0.9970758419350645, 'w': -0.07270821540192779}}"
2023/07/13 14:48:04.947916945,"{'stamp': {'secs': 1689252484, 'nsecs': 943693172}, 'frame_id': 'map'}","{'position': {'x': -1.7581664323806763, 'y': -0.5884717106819153, 'z': -1.6043732166290283}, 'orientation': {'x': 0.013655606168671902, 'y': 0.019197555531775892, 'z': -0.9970746960946979, 'w': -0.072711956990829}}"
2023/07/13 14:48:05.47132018,"{'stamp': {'secs': 1689252485, 'nsecs': 37895961}, 'frame_id': 'map'}","{'position': {'x': -1.756830096244812, 'y': -0.5839092135429382, 'z': -1.6038436889648438}, 'orientation': {'x': 0.013649838279581826, 'y': 0.019195359667358722, 'z': -0.9970740865148158, 'w': -0.07272197799033941}}"
2023/07/13 14:48:05.142008381,"{'stamp': {'secs': 1689252485, 'nsecs': 140546821}, 'frame_id': 'map'}","{'position': {'x': -1.7557967901229858, 'y': -0.5802186131477356, 'z': -1.6044180393218994}, 'orientation': {'x': 0.013643969785909489, 'y': 0.019207682894312492, 'z': -0.9970729900670616, 'w': -0.07273485742779368}}"
2023/07/13 14:48:05.251781302,"{'stamp': {'secs': 1689252485, 'nsecs': 247776563}, 'frame_id': 'map'}","{'position': {'x': -1.7518137693405151, 'y': -0.574242889881134, 'z': -1.6049575805664062}, 'orientation': {'x': 0.01361013281753584, 'y': 0.019212536126010083, 'z': -0.9970723550197041, 'w': -0.07274861920171721}}"
2023/07/13 14:48:05.338783816,"{'stamp': {'secs': 1689252485, 'nsecs': 336721689}, 'frame_id': 'map'}","{'position': {'x': -1.7494004964828491, 'y': -0.571069598197937, 'z': -1.6059787273406982}, 'orientation': {'x': 0.013558565123168678, 'y': 0.019219866781034326, 'z': -0.9970725539357332, 'w': -0.07275358562156597}}"
2023/07/13 14:48:05.448554959,"{'stamp': {'secs': 1689252485, 'nsecs': 434297470}, 'frame_id': 'map'}","{'position': {'x': -1.7408897876739502, 'y': -0.5632482171058655, 'z': -1.606764316558838}, 'orientation': {'x': 0.01348664541839559, 'y': 0.01919278891395519, 'z': -0.9970725761187709, 'w': -0.07277379474055595}}"
2023/07/13 14:48:05.543878188,"{'stamp': {'secs': 1689252485, 'nsecs': 542925698}, 'frame_id': 'map'}","{'position': {'x': -1.734066128730774, 'y': -0.5576106905937195, 'z': -1.6064128875732422}, 'orientation': {'x': 0.013422443217307633, 'y': 0.019173104076439684, 'z': -0.9970742092137057, 'w': -0.07276847819637111}}"
2023/07/13 14:48:05.649531705,"{'stamp': {'secs': 1689252485, 'nsecs': 648694769}, 'frame_id': 'map'}","{'position': {'x': -1.7278245687484741, 'y': -0.5490748286247253, 'z': -1.6045560836791992}, 'orientation': {'x': 0.013407746342694706, 'y': 0.019156024138341693, 'z': -0.9970753781248878, 'w': -0.07275966887179364}}"
2023/07/13 14:48:05.748542157,"{'stamp': {'secs': 1689252485, 'nsecs': 747425891}, 'frame_id': 'map'}","{'position': {'x': -1.7229881286621094, 'y': -0.5429931282997131, 'z': -1.604660987854004}, 'orientation': {'x': 0.013415382629747544, 'y': 0.0191567119522374, 'z': -0.9970746502608887, 'w': -0.07276805413918425}}"
2023/07/13 14:48:05.846821395,"{'stamp': {'secs': 1689252485, 'nsecs': 840146497}, 'frame_id': 'map'}","{'position': {'x': -1.7172749042510986, 'y': -0.534690260887146, 'z': -1.6073176860809326}, 'orientation': {'x': 0.013413402353894441, 'y': 0.01914582196673316, 'z': -0.9970746435473271, 'w': -0.07277137715806459}}"
2023/07/13 14:48:05.943226743,"{'stamp': {'secs': 1689252485, 'nsecs': 938904508}, 'frame_id': 'map'}","{'position': {'x': -1.7130179405212402, 'y': -0.5291462540626526, 'z': -1.6093580722808838}, 'orientation': {'x': 0.013406450822694907, 'y': 0.01914435712985297, 'z': -0.9970740499176133, 'w': -0.07278117646281851}}"
2023/07/13 14:48:06.49547204,"{'stamp': {'secs': 1689252486, 'nsecs': 43008267}, 'frame_id': 'map'}","{'position': {'x': -1.704638957977295, 'y': -0.5211747288703918, 'z': -1.6138651371002197}, 'orientation': {'x': 0.013368697382411488, 'y': 0.019135961367066863, 'z': -0.997073465860929, 'w': -0.07279832820148174}}"
2023/07/13 14:48:06.142625060,"{'stamp': {'secs': 1689252486, 'nsecs': 140824355}, 'frame_id': 'map'}","{'position': {'x': -1.6971838474273682, 'y': -0.5146113634109497, 'z': -1.6184256076812744}, 'orientation': {'x': 0.013345413924575129, 'y': 0.019138401283392212, 'z': -0.9970738131564378, 'w': -0.07279720215213276}}"
2023/07/13 14:48:06.254999617,"{'stamp': {'secs': 1689252486, 'nsecs': 244874678}, 'frame_id': 'map'}","{'position': {'x': -1.6922639608383179, 'y': -0.5094656944274902, 'z': -1.6209805011749268}, 'orientation': {'x': 0.013340986088640677, 'y': 0.0191488979152086, 'z': -0.997071888746903, 'w': -0.07282160716091907}}"
2023/07/13 14:48:06.344844431,"{'stamp': {'secs': 1689252486, 'nsecs': 344114308}, 'frame_id': 'map'}","{'position': {'x': -1.6871200799942017, 'y': -0.5045010447502136, 'z': -1.6228537559509277}, 'orientation': {'x': 0.013352767212290185, 'y': 0.01916154875184445, 'z': -0.9970710313938249, 'w': -0.0728278587661299}}"
2023/07/13 14:48:06.449557137,"{'stamp': {'secs': 1689252486, 'nsecs': 441129904}, 'frame_id': 'map'}","{'position': {'x': -1.6822328567504883, 'y': -0.49907562136650085, 'z': -1.6218931674957275}, 'orientation': {'x': 0.013374567103724687, 'y': 0.019182959684993207, 'z': -0.997069920490963, 'w': -0.07283343095486106}}"
2023/07/13 14:48:06.545345115,"{'stamp': {'secs': 1689252486, 'nsecs': 543276153}, 'frame_id': 'map'}","{'position': {'x': -1.6773121356964111, 'y': -0.49465152621269226, 'z': -1.6218345165252686}, 'orientation': {'x': 0.0133895737486158, 'y': 0.019176423315052774, 'z': -0.997068707943596, 'w': -0.07284899274087736}}"
2023/07/13 14:48:06.647141423,"{'stamp': {'secs': 1689252486, 'nsecs': 640364211}, 'frame_id': 'map'}","{'position': {'x': -1.6700258255004883, 'y': -0.48869872093200684, 'z': -1.6234922409057617}, 'orientation': {'x': 0.013345237294066935, 'y': 0.01917154180141694, 'z': -0.9970682179100613, 'w': -0.07286511826776959}}"
2023/07/13 14:48:06.739348825,"{'stamp': {'secs': 1689252486, 'nsecs': 737452398}, 'frame_id': 'map'}","{'position': {'x': -1.6630836725234985, 'y': -0.4836902916431427, 'z': -1.6238477230072021}, 'orientation': {'x': 0.013321438114243423, 'y': 0.019168325741011, 'z': -0.9970682140402821, 'w': -0.07287037206832891}}"
2023/07/13 14:48:06.846430989,"{'stamp': {'secs': 1689252486, 'nsecs': 843657960}, 'frame_id': 'map'}","{'position': {'x': -1.657698154449463, 'y': -0.4754961431026459, 'z': -1.6228249073028564}, 'orientation': {'x': 0.013335043983779932, 'y': 0.019136900687583856, 'z': -0.9970679657078219, 'w': -0.07287954029280086}}"
2023/07/13 14:48:06.947324917,"{'stamp': {'secs': 1689252486, 'nsecs': 945288808}, 'frame_id': 'map'}","{'position': {'x': -1.653161644935608, 'y': -0.46938520669937134, 'z': -1.622316837310791}, 'orientation': {'x': 0.013350286920322899, 'y': 0.019145891348332594, 'z': -0.9970667520931049, 'w': -0.07289099089825873}}"
2023/07/13 14:48:07.56537105,"{'stamp': {'secs': 1689252487, 'nsecs': 51319322}, 'frame_id': 'map'}","{'position': {'x': -1.6497671604156494, 'y': -0.46323883533477783, 'z': -1.6228141784667969}, 'orientation': {'x': 0.013382069646779344, 'y': 0.019170487726309363, 'z': -0.9970670812235329, 'w': -0.07287419401056128}}"
2023/07/13 14:48:07.149062386,"{'stamp': {'secs': 1689252487, 'nsecs': 144255877}, 'frame_id': 'map'}","{'position': {'x': -1.6470646858215332, 'y': -0.4596773386001587, 'z': -1.623946189880371}, 'orientation': {'x': 0.01339873800964563, 'y': 0.01920961534820998, 'z': -0.9970666687449288, 'w': -0.07286647086152298}}"
2023/07/13 14:48:07.253986807,"{'stamp': {'secs': 1689252487, 'nsecs': 245021671}, 'frame_id': 'map'}","{'position': {'x': -1.6441439390182495, 'y': -0.4531097710132599, 'z': -1.6240336894989014}, 'orientation': {'x': 0.013419688976633424, 'y': 0.01923006987791841, 'z': -0.9970660135310241, 'w': -0.07286618572158438}}"
2023/07/13 14:48:07.342547571,"{'stamp': {'secs': 1689252487, 'nsecs': 340226037}, 'frame_id': 'map'}","{'position': {'x': -1.6412996053695679, 'y': -0.4484633803367615, 'z': -1.6245672702789307}, 'orientation': {'x': 0.01342993184911674, 'y': 0.019229364942905332, 'z': -0.9970664262981033, 'w': -0.07285883613913663}}"
2023/07/13 14:48:07.453953059,"{'stamp': {'secs': 1689252487, 'nsecs': 450869496}, 'frame_id': 'map'}","{'position': {'x': -1.637600064277649, 'y': -0.4433668553829193, 'z': -1.6263718605041504}, 'orientation': {'x': 0.013439560186270846, 'y': 0.01923644175436416, 'z': -0.9970653040887778, 'w': -0.07287054900975787}}"
2023/07/13 14:48:07.551344349,"{'stamp': {'secs': 1689252487, 'nsecs': 549081204}, 'frame_id': 'map'}","{'position': {'x': -1.6343320608139038, 'y': -0.4375748336315155, 'z': -1.6283340454101562}, 'orientation': {'x': 0.013427700235813028, 'y': 0.01922348891281646, 'z': -0.9970660744565603, 'w': -0.07286561265906533}}"
2023/07/13 14:48:07.641043879,"{'stamp': {'secs': 1689252487, 'nsecs': 636780624}, 'frame_id': 'map'}","{'position': {'x': -1.6327303647994995, 'y': -0.4311427175998688, 'z': -1.6271312236785889}, 'orientation': {'x': 0.013462991015756499, 'y': 0.019200532861600225, 'z': -0.9970665161979759, 'w': -0.07285910847362714}}"
2023/07/13 14:48:07.748531313,"{'stamp': {'secs': 1689252487, 'nsecs': 744545295}, 'frame_id': 'map'}","{'position': {'x': -1.6313430070877075, 'y': -0.4256434440612793, 'z': -1.6259105205535889}, 'orientation': {'x': 0.013495835700146125, 'y': 0.019193649538865317, 'z': -0.9970662903502393, 'w': -0.07285793630995874}}"
2023/07/13 14:48:07.848783056,"{'stamp': {'secs': 1689252487, 'nsecs': 846825316}, 'frame_id': 'map'}","{'position': {'x': -1.6312425136566162, 'y': -0.42166224122047424, 'z': -1.6223924160003662}, 'orientation': {'x': 0.013534523147650543, 'y': 0.019233914442232762, 'z': -0.9970657039383185, 'w': -0.0728481657173331}}"
2023/07/13 14:48:07.952991096,"{'stamp': {'secs': 1689252487, 'nsecs': 952507637}, 'frame_id': 'map'}","{'position': {'x': -1.6310124397277832, 'y': -0.41777685284614563, 'z': -1.6183626651763916}, 'orientation': {'x': 0.013560760308915794, 'y': 0.019268661866484637, 'z': -0.997062937656906, 'w': -0.07287196169103638}}"
2023/07/13 14:48:08.49772953,"{'stamp': {'secs': 1689252488, 'nsecs': 47800638}, 'frame_id': 'map'}","{'position': {'x': -1.6299017667770386, 'y': -0.4108027219772339, 'z': -1.612807035446167}, 'orientation': {'x': 0.013587944459907825, 'y': 0.019234748109179568, 'z': -0.9970627105477856, 'w': -0.0728789644934229}}"
2023/07/13 14:48:08.149504955,"{'stamp': {'secs': 1689252488, 'nsecs': 148266078}, 'frame_id': 'map'}","{'position': {'x': -1.6282483339309692, 'y': -0.40349361300468445, 'z': -1.6071527004241943}, 'orientation': {'x': 0.013601944383062335, 'y': 0.0191883979233274, 'z': -0.997063672505417, 'w': -0.0728754105590273}}"
2023/07/13 14:48:08.254180744,"{'stamp': {'secs': 1689252488, 'nsecs': 245743027}, 'frame_id': 'map'}","{'position': {'x': -1.6232434511184692, 'y': -0.394949346780777, 'z': -1.6019625663757324}, 'orientation': {'x': 0.01354851486800568, 'y': 0.019141263527854516, 'z': -0.9970660827433446, 'w': -0.07286478174173516}}"
2023/07/13 14:48:08.357167419,"{'stamp': {'secs': 1689252488, 'nsecs': 344870572}, 'frame_id': 'map'}","{'position': {'x': -1.6188522577285767, 'y': -0.3880120515823364, 'z': -1.5991849899291992}, 'orientation': {'x': 0.013505208432772853, 'y': 0.019136803894831557, 'z': -0.9970664829784468, 'w': -0.07286851585471388}}"
2023/07/13 14:48:08.447639287,"{'stamp': {'secs': 1689252488, 'nsecs': 438903702}, 'frame_id': 'map'}","{'position': {'x': -1.614743709564209, 'y': -0.3819011449813843, 'z': -1.5979557037353516}, 'orientation': {'x': 0.013477696250565654, 'y': 0.019118512424107382, 'z': -0.997066081799452, 'w': -0.07288389884984797}}"
2023/07/13 14:48:08.551593323,"{'stamp': {'secs': 1689252488, 'nsecs': 548355409}, 'frame_id': 'map'}","{'position': {'x': -1.6108739376068115, 'y': -0.3765902817249298, 'z': -1.5963733196258545}, 'orientation': {'x': 0.013463857248042652, 'y': 0.019137551404516614, 'z': -0.9970660935582873, 'w': -0.07288129904619128}}"
2023/07/13 14:48:08.653133790,"{'stamp': {'secs': 1689252488, 'nsecs': 649247549}, 'frame_id': 'map'}","{'position': {'x': -1.6089787483215332, 'y': -0.37395766377449036, 'z': -1.5971460342407227}, 'orientation': {'x': 0.013505808757197776, 'y': 0.01918833252481293, 'z': -0.9970650004283158, 'w': -0.07287513942088758}}"
2023/07/13 14:48:08.740153819,"{'stamp': {'secs': 1689252488, 'nsecs': 738533205}, 'frame_id': 'map'}","{'position': {'x': -1.6072012186050415, 'y': -0.37199047207832336, 'z': -1.5972962379455566}, 'orientation': {'x': 0.013531034418058332, 'y': 0.019247669815537185, 'z': -0.9970620947984279, 'w': -0.07289456379196069}}"
2023/07/13 14:48:08.841220402,"{'stamp': {'secs': 1689252488, 'nsecs': 839258531}, 'frame_id': 'map'}","{'position': {'x': -1.6050292253494263, 'y': -0.36980634927749634, 'z': -1.5973753929138184}, 'orientation': {'x': 0.0135335873959059, 'y': 0.019281616759035204, 'z': -0.9970622767502434, 'w': -0.07288262858168604}}"
2023/07/13 14:48:08.944307131,"{'stamp': {'secs': 1689252488, 'nsecs': 940579722}, 'frame_id': 'map'}","{'position': {'x': -1.603334903717041, 'y': -0.36816078424453735, 'z': -1.5975749492645264}, 'orientation': {'x': 0.013526195259923665, 'y': 0.019304059219719116, 'z': -0.9970622677344141, 'w': -0.07287818329060852}}"
2023/07/13 14:48:09.42613652,"{'stamp': {'secs': 1689252489, 'nsecs': 41778567}, 'frame_id': 'map'}","{'position': {'x': -1.6018136739730835, 'y': -0.36486631631851196, 'z': -1.5967974662780762}, 'orientation': {'x': 0.013528500325229969, 'y': 0.019309673451513097, 'z': -0.9970624361628878, 'w': -0.07287396368438676}}"
2023/07/13 14:48:09.142991587,"{'stamp': {'secs': 1689252489, 'nsecs': 139998300}, 'frame_id': 'map'}","{'position': {'x': -1.6005432605743408, 'y': -0.3627506494522095, 'z': -1.5962660312652588}, 'orientation': {'x': 0.013540636083151134, 'y': 0.019304156179227, 'z': -0.9970611502205022, 'w': -0.07289076381573212}}"
2023/07/13 14:48:09.239696408,"{'stamp': {'secs': 1689252489, 'nsecs': 235988368}, 'frame_id': 'map'}","{'position': {'x': -1.59974205493927, 'y': -0.3609701097011566, 'z': -1.5938482284545898}, 'orientation': {'x': 0.013548345065272922, 'y': 0.019317420997248612, 'z': -0.9970607691558467, 'w': -0.07289102964260163}}"
2023/07/13 14:48:09.340117916,"{'stamp': {'secs': 1689252489, 'nsecs': 337480404}, 'frame_id': 'map'}","{'position': {'x': -1.5990259647369385, 'y': -0.35976213216781616, 'z': -1.59295654296875}, 'orientation': {'x': 0.01355786129140696, 'y': 0.019358173820722552, 'z': -0.9970615515756207, 'w': -0.07286774233599658}}"
2023/07/13 14:48:09.443287325,"{'stamp': {'secs': 1689252489, 'nsecs': 437975078}, 'frame_id': 'map'}","{'position': {'x': -1.5996105670928955, 'y': -0.3559882640838623, 'z': -1.5963876247406006}, 'orientation': {'x': 0.01359024181178006, 'y': 0.019366119706476483, 'z': -0.9970611677151126, 'w': -0.07286485140030041}}"
2023/07/13 14:48:09.549259245,"{'stamp': {'secs': 1689252489, 'nsecs': 542919119}, 'frame_id': 'map'}","{'position': {'x': -1.5998045206069946, 'y': -0.35344618558883667, 'z': -1.5983598232269287}, 'orientation': {'x': 0.013601802046200285, 'y': 0.01936718968050849, 'z': -0.9970603224672461, 'w': -0.07287397550900082}}"
2023/07/13 14:48:09.650592189,"{'stamp': {'secs': 1689252489, 'nsecs': 645275442}, 'frame_id': 'map'}","{'position': {'x': -1.5991452932357788, 'y': -0.3500855267047882, 'z': -1.5984444618225098}, 'orientation': {'x': 0.013604388001394224, 'y': 0.01936233307112613, 'z': -0.9970598991241852, 'w': -0.0728805752146619}}"
2023/07/13 14:48:09.740708423,"{'stamp': {'secs': 1689252489, 'nsecs': 737314140}, 'frame_id': 'map'}","{'position': {'x': -1.5986098051071167, 'y': -0.3473982512950897, 'z': -1.5997495651245117}, 'orientation': {'x': 0.013589906802457117, 'y': 0.019358273198696676, 'z': -0.9970597443765364, 'w': -0.07288647224047101}}"
2023/07/13 14:48:09.839757778,"{'stamp': {'secs': 1689252489, 'nsecs': 837790500}, 'frame_id': 'map'}","{'position': {'x': -1.597782015800476, 'y': -0.3435317873954773, 'z': -1.597712516784668}, 'orientation': {'x': 0.013584907422484102, 'y': 0.019355432867619406, 'z': -0.9970590704845353, 'w': -0.0728973763131689}}"
2023/07/13 14:48:09.949775289,"{'stamp': {'secs': 1689252489, 'nsecs': 946452524}, 'frame_id': 'map'}","{'position': {'x': -1.597521185874939, 'y': -0.3396179974079132, 'z': -1.5948395729064941}, 'orientation': {'x': 0.013586084089216273, 'y': 0.01935817285093972, 'z': -0.9970592837113117, 'w': -0.07289351293551377}}"
2023/07/13 14:48:10.46913241,"{'stamp': {'secs': 1689252490, 'nsecs': 45347034}, 'frame_id': 'map'}","{'position': {'x': -1.5986114740371704, 'y': -0.3343698978424072, 'z': -1.5910558700561523}, 'orientation': {'x': 0.013616130940645798, 'y': 0.019350984835715797, 'z': -0.9970595553058672, 'w': -0.07288609975407695}}"
2023/07/13 14:48:10.146919285,"{'stamp': {'secs': 1689252490, 'nsecs': 142493974}, 'frame_id': 'map'}","{'position': {'x': -1.5999809503555298, 'y': -0.32953307032585144, 'z': -1.5877699851989746}, 'orientation': {'x': 0.013665106514169242, 'y': 0.019330874010772013, 'z': -0.9970592106618064, 'w': -0.072886985178369}}"
